# direct-r10 frame audit, one row per disassembled function region
# max_offset	references	provenance	symbol
# regions=1077 first_party_regions=927 deepest=4096 at _ZN10clutch_sbf11claim_truth21observe_outcome_mints
  864	    44	first-party	_ZN20clutch_solana_layout16PriceGridAccount8validate
  864	   134	first-party	_ZN20clutch_solana_layout8clearing19CandidateFeedHeader6decode
  848	    10	first-party	_ZN10clutch_sbf8dispatch15process_genesis
  848	    10	first-party	_ZN10clutch_sbf8dispatch16process_artifact
  848	    10	first-party	_ZN10clutch_sbf8dispatch17process_cash_exit
  848	    10	first-party	_ZN10clutch_sbf8dispatch19process_market_init
  848	    10	first-party	_ZN10clutch_sbf8dispatch20process_orders_batch
  848	    10	first-party	_ZN10clutch_sbf8dispatch21process_external_exit
  848	    10	first-party	_ZN10clutch_sbf8dispatch21process_source_ingest
  848	    10	first-party	_ZN10clutch_sbf8dispatch23process_observe_resolve
  848	    10	first-party	_ZN10clutch_sbf8dispatch23process_resolution_work
  848	    10	first-party	_ZN10clutch_sbf8dispatch24process_direct_selection
  848	    10	first-party	_ZN10clutch_sbf8dispatch24process_source_ingest_v2
  848	    10	first-party	_ZN10clutch_sbf8dispatch25process_merge_materialize
  848	    21	first-party	_ZN10clutch_sbf12instructions13source_ingest19seal_source_archive
  848	    21	first-party	_ZN10clutch_sbf12instructions13source_ingest21append_source_archive
  840	   134	first-party	_ZN20clutch_solana_layout15CandidateRecord6decode
  832	    24	first-party	_ZN10clutch_sbf14source_archive26decode_source_spec_account
  824	    15	other	_ZN23clutch_solana_reference7Request6decode
  824	    42	first-party	_ZN20clutch_solana_layout19SupplyLedgerAccount6decode
  824	   120	first-party	_ZN10clutch_sbf12instructions12orders_batch25validate_settle_addresses
  824	   126	first-party	_ZN20clutch_solana_layout8clearing18CandidateFeedStage6decode
  824	   272	other	_ZN23clutch_solana_reference10resolution15ResolutionTerms13cell_of_ratio
  816	   174	first-party	_ZN28clutch_batch_policy_identity16direct_window_v117DirectCandidateV211decode_body
  784	    48	first-party	_ZN20clutch_solana_layout10collateral25verify_collateral_binding
  768	    58	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection20write_candidate_feed
  760	    54	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged17reverify_retained
  752	    59	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection20write_submitted_pair
  744	     6	first-party	_ZN10clutch_sbf14source_archive26verify_source_spec_account
  744	    30	first-party	_ZN10clutch_sbf13native_window17occupation_domain
  744	    34	first-party	_ZN20clutch_solana_layout8clearing19stage_append_slices
  744	    35	first-party	_ZN10clutch_sbf11claim_truth24synchronize_supply_cache
  736	     2	first-party	_ZN10clutch_sbf12instructions15observe_resolve11load_market
  728	    95	first-party	_ZN10clutch_sbf12instructions19direct_selection_v38terminal13read_position
  728	   132	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement21load_portfolio_record
  720	    85	first-party	_ZN10clutch_sbf12instructions11market_init29validate_founding_owner_plane
  712	    37	first-party	_ZN10clutch_sbf12instructions13source_ingest36require_registered_source_for_market
  712	   155	first-party	_ZN10clutch_sbf12instructions15resolution_work34validate_static_bindings_projected
  704	    15	other	_ZN26clutch_bspline_accumulator7Summary20from_canonical_parts
  704	    30	first-party	_ZN28clutch_batch_policy_identity16direct_window_v123ValidatedDirectDomainV13new
  696	     3	first-party	_ZN10clutch_sbf8accounts23read_direct_epoch_boxed
  688	    15	first-party	_ZN20clutch_solana_layout8clearing18stage_append_fills
  688	    25	first-party	_ZN10clutch_sbf8accounts11read_supply
  688	    71	first-party	_ZN20clutch_solana_layout15FinalPotAccount6decode
  688	   118	first-party	_ZN20clutch_solana_layout8clearing18open_general_epoch
  688	   230	first-party	_ZN10clutch_sbf17source_archive_v211verify_page
  680	    74	first-party	_ZN10clutch_sbf8accounts10read_epoch
  672	     7	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged25inspect_submission_window
  672	     7	first-party	_ZN10clutch_sbf12instructions19direct_selection_v38terminal24inspect_window_top_count
  664	    21	first-party	_ZN10clutch_sbf8accounts15read_price_grid
  664	    51	first-party	_ZN20clutch_solana_layout6stream15write_tombstone
  664	   101	first-party	_ZN10clutch_sbf12instructions9cash_exit20validated_withdrawal
  656	    13	first-party	_ZN28clutch_batch_policy_identity16direct_window_v132direct_relation_candidate_digest
  656	   155	first-party	_ZN10clutch_sbf12instructions9cash_exit12admit_tokens
  648	    62	first-party	_ZN10clutch_sbf12instructions16direct_selection23inspect_selected_window
  640	    42	other	_ZN26clutch_bspline_accumulator7Summary8finalize
  640	   134	first-party	_ZN10clutch_sbf12instructions19direct_selection_v38terminal31authenticate_settlement_receipt
  632	    99	first-party	_ZN28clutch_batch_policy_identity16direct_window_v123ValidatedDirectDomainV16verify
  624	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch24decode_reservation_boxed
  624	    14	first-party	_ZN28clutch_batch_policy_identity20FullRelationDomainV16digest
  624	    57	first-party	_ZN20clutch_solana_layout6stream16fold_page_digest
  608	    21	other	_ZN26clutch_bspline_accumulator11BasisDomain3new
  608	   111	first-party	_ZN10clutch_sbf12instructions16source_ingest_v221bind_constructed_spec
  608	   232	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common11frozen_pair
  600	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch9load_grid
  600	    57	first-party	_ZN10clutch_sbf12instructions7genesis28profile_identity_from_policy
  600	    74	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36common16read_work_budget
  600	    95	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure22load_bound_frozen_page
  600	   125	first-party	_ZN10clutch_sbf12instructions16direct_selection31authenticate_settlement_receipt
  592	   115	first-party	_ZN10clutch_sbf5token16transfer_checked
  592	   155	first-party	_ZN20clutch_solana_layout16direct_selection20DirectEpochV3Account6decode
  576	    57	first-party	_ZN10clutch_sbf14source_archive26decode_source_spec_body_v1
  576	    61	first-party	_ZN10clutch_sbf12instructions15observe_resolve18apply_feed_advance
  576	    74	first-party	_ZN10clutch_sbf12instructions19direct_selection_v38terminal21write_receipt_and_pot
  576	   111	first-party	_ZN10clutch_sbf17source_archive_v233initialize_source_spec_v2_account
  576	   151	first-party	_ZN20clutch_solana_layout11reservation18ReservationAccount8validate
  576	   177	first-party	_ZN12clutch_batch11relation_v126validate_price_moment_cone
  568	    26	first-party	_ZN10clutch_sbf12instructions11market_init23read_initial_resolution
  568	   153	first-party	_ZN20clutch_solana_layout12EpochAccount6decode
  560	    43	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged37require_submit_observations_unchanged
  560	    62	first-party	_ZN28clutch_batch_policy_identity16direct_window_v123DirectCandidateWindowV15first
  560	   173	first-party	_ZN10clutch_sbf12instructions16direct_selection18load_direct_orders
  552	    47	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure27require_no_treasury_service
  552	   262	other	_ZN26clutch_bspline_accumulator24SequentialSummaryBuilder15append_accepted
  544	    38	first-party	_ZN20clutch_solana_layout10collateral16CollateralPolicy6digest
  544	    56	first-party	_ZN20clutch_solana_layout8clearing18CandidateFeedStage27recomputed_candidate_digest
  544	    56	first-party	_ZN20clutch_solana_layout8clearing19CandidateFeedHeader27recomputed_candidate_digest
  536	   110	first-party	_ZN20clutch_solana_layout6stream9init_page
  536	   165	first-party	_ZN10clutch_sbf12instructions5split23validate_collateral_leg
  528	   112	first-party	_ZN10clutch_sbf14source_archive22verify_archive_release
  520	    63	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection17load_bound_window
  512	    23	first-party	_ZN20clutch_solana_layout19direct_selection_v324DirectCandidateV3Account6encode
  512	    65	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement31validate_submission_reservation
  512	    87	first-party	_ZN10clutch_sbf9source_v24spec12SourceSpecV27feed_id
  512	   103	first-party	_ZN10clutch_sbf5token4burn
  504	    30	first-party	_ZN10clutch_sbf12instructions16direct_selection21validate_page_address
  504	    36	first-party	_ZN10clutch_sbf12instructions12orders_batch25validate_position_address
  504	    36	first-party	_ZN10clutch_sbf12instructions16direct_selection25validate_position_address
  504	    36	first-party	_ZN10clutch_sbf13native_window18finalize_preflight
  504	    83	first-party	_ZN20clutch_solana_layout11decode_slot
  504	   127	other	_ZN18clutch_accumulator7Summary7combine
  496	     4	first-party	_ZN28clutch_batch_policy_identity16direct_window_v133verify_direct_two_order_candidate
  496	    26	first-party	_ZN20clutch_solana_layout6stream11append_slot
  496	    50	first-party	_ZN20clutch_solana_layout15CandidateRecord27recomputed_candidate_digest
  496	   219	first-party	_ZN10clutch_sbf12instructions5split15derive_bindings
  488	    19	first-party	_ZN10clutch_sbf12instructions16direct_selection26validate_order_reservation
  480	     7	other	_ZN18clutch_accumulator6window17WindowAccumulator6absorb
  480	    11	first-party	_ZN20clutch_solana_layout19direct_selection_v321DirectWindowV3Account8validate
  480	    39	first-party	_ZN10clutch_sbf8dispatch13process_split
  480	    41	first-party	_ZN20clutch_solana_layout6stream9seal_page
  480	    65	first-party	_ZN10clutch_sbf11claim_truth26observe_outcome_mints_with
  480	    85	first-party	_ZN10clutch_sbf12instructions11market_init16admit_collateral
  472	     2	first-party	_ZN10clutch_sbf12instructions15observe_resolve19resolution_terms_of
  472	     3	first-party	_ZN10clutch_sbf12instructions15observe_resolve22expected_window_domain
  464	     2	first-party	_ZN10clutch_sbf12instructions16direct_selection26decode_direct_window_boxed
  464	     2	first-party	_ZN20clutch_solana_layout16direct_selection20decode_direct_window
  464	     3	first-party	_ZN10clutch_sbf12instructions16direct_selection25inspect_submission_window
  464	    31	first-party	_ZN10clutch_sbf12instructions11market_init13read_position
  464	    32	first-party	_ZN28clutch_batch_policy_identity16direct_window_v117DirectCandidateV28validate
  458	    61	first-party	_ZN10clutch_sbf12instructions15resolution_work23compute_work_commitment
  456	    43	first-party	_ZN20clutch_solana_layout20portfolio_settlement34canonical_portfolio_entitlement_id
  448	     2	first-party	_ZN10clutch_sbf12instructions16direct_selection29decode_direct_candidate_boxed
  448	     2	first-party	_ZN20clutch_solana_layout16direct_selection23decode_direct_candidate
  448	    91	first-party	_ZN20clutch_solana_layout6stream20epoch_binds_page_set
  440	    17	first-party	_ZN20clutch_solana_layout19direct_selection_v320DirectEpochV4Account8validate
  440	    41	first-party	_ZN20clutch_solana_layout20portfolio_settlement35canonical_native_portfolio_claim_id
  440	   180	other	_ZN14clutch_bspline18ValidatedBasisSpec14evaluate_point
  432	    71	first-party	_ZN10clutch_sbf9source_v24spec12SourceSpecV216decode_canonical
  432	   100	first-party	_ZN20clutch_solana_layout19direct_selection_v325DirectWorkBudgetV1Account6decode
  432	   103	first-party	_ZN10clutch_sbf12instructions11market_init16write_resolution
  424	   140	first-party	_ZN10clutch_sbf12instructions12orders_batch13general_epoch29require_fee_bearing_admission
  416	     3	first-party	_ZN10clutch_sbf8dispatch11decode_only
  416	    52	other	_ZN14clutch_bspline9BasisSpec19evaluate_degree_one
  408	   113	first-party	_ZN20clutch_solana_layout24SettlementReceiptAccount6decode
  400	    89	other	_ZN18clutch_accumulator7Summary6append
  392	    16	first-party	_ZN10clutch_sbf12instructions15resolution_work25validate_begin_resolution
  392	    71	first-party	_ZN10clutch_sbf6source19check_terms_binding
  392	    85	other	_ZN18clutch_accumulator6window17WindowAccumulator7observe
  392	   214	first-party	_ZN12clutch_batch11relation_v119composite_fee_quote
  376	    37	first-party	_ZN20clutch_solana_layout16decode_portfolio
  368	    53	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection22build_submitted_record
  368	    53	first-party	_ZN20clutch_solana_layout12EpochAccount8validate
  368	    62	first-party	_ZN10clutch_sbf5token19initialize_account3
  368	   112	first-party	_ZN20clutch_solana_layout8clearing12advance_walk
  360	     3	first-party	_ZN10clutch_sbf8accounts16read_terms_boxed
  360	     3	first-party	_ZN10clutch_sbf8accounts17read_market_boxed
  360	    10	first-party	_ZN20clutch_solana_layout8clearing14write_slice_at
  360	    16	first-party	_ZN10clutch_sbf12instructions11market_init12write_supply
  360	    25	first-party	_ZN10clutch_sbf12instructions7genesis13write_profile
  360	    60	first-party	_ZN20clutch_solana_layout11reservation15ReservationPlan9for_order
  360	    70	first-party	_ZN20clutch_solana_layout8clearing18EpochWindowAccount6decode
  360	   113	other	_ZN23clutch_solana_reference10resolution15ResolutionTerms8validate
  360	   131	first-party	_ZN20clutch_solana_layout12TermsAccount10parse_into
  360	   212	first-party	_ZN20clutch_solana_layout19direct_selection_v314DirectV3Intent6decode
  352	     2	first-party	_ZN10clutch_sbf8accounts17read_direct_epoch
  352	     2	first-party	_ZN20clutch_solana_layout8clearing26candidate_feed_fill_region
  352	     3	first-party	_ZN20clutch_solana_layout8clearing10write_fill
  352	     4	first-party	_ZN20clutch_solana_layout8clearing27candidate_feed_slice_region
  352	    55	first-party	_ZN28clutch_batch_policy_identity16direct_window_v130canonical_account_candidate_id
  352	    94	first-party	_ZN10clutch_sbf12instructions13source_ingest17read_initial_feed
  344	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch22decode_candidate_boxed
  344	     2	first-party	_ZN10clutch_sbf12instructions15observe_resolve19decode_supply_boxed
  344	    12	first-party	_ZN20clutch_solana_layout12TermsAccount6decode
  344	    43	first-party	_ZN20clutch_solana_layout8clearing18EpochWindowAccount8validate
  336	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch13general_epoch18decode_epoch_boxed
  336	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection10read_stage
  336	    20	first-party	_ZN28clutch_batch_policy_identity16direct_window_v121DirectWindowBindingV18validate
  336	    26	first-party	_ZN28clutch_batch_policy_identity20FullRelationDomainV18validate
  336	    38	first-party	_ZN28clutch_batch_policy_identity16direct_window_v115next_transcript
  336	    43	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement18require_bound_page
  336	    45	first-party	_ZN20clutch_solana_layout10collateral13ParentProfile8identity
  336	    46	first-party	_ZN10clutch_sbf8accounts15read_resolution
  336	    60	first-party	_ZN20clutch_solana_layout15PositionAccount6decode
  336	    92	first-party	_ZN20clutch_solana_layout8clearing14bind_order_set
  328	    14	other	_ZN14clutch_bspline9BasisSpec8evaluate
  328	    29	first-party	_ZN10clutch_sbf12instructions19direct_selection_v312freeze_abort28authenticate_policy_artifact
  328	    29	first-party	_ZN10clutch_sbf12instructions19direct_selection_v36staged28authenticate_policy_artifact
  328	    58	first-party	_ZN10clutch_sbf12instructions12orders_batch10clear_work15grow_clear_work
  328	    88	first-party	_ZN10clutch_sbf17source_archive_v214verify_records
  328	    97	first-party	_ZN20clutch_solana_layout8clearing19complete_clear_work
  320	    10	first-party	_ZN10clutch_sbf8dispatch27process_direct_selection_v3
  320	    28	first-party	_ZN20clutch_solana_layout17native_resolution23NativeResolutionAccount6decode
  320	    57	first-party	_ZN10clutch_sbf6source12SourceSpecV17feed_id
  320	    75	first-party	_ZN10clutch_sbf5token25check_token_account_inner
  320	    78	other	_ZN13clutch_kernel11MarketState19required_for_vector
  320	   121	first-party	_ZN10clutch_sbf12instructions15observe_resolve16redeem_addresses
  312	    39	first-party	_ZN20clutch_solana_layout19validate_outcome_id
  312	    91	first-party	_ZN12clutch_batch11relation_v114classify_order
  312	   240	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement34prepare_entitled_slice_consumption
  304	     2	first-party	_ZN10clutch_sbf12instructions5split27require_pooled_holder_bound
  304	    30	first-party	_ZN20clutch_solana_layout19direct_selection_v325DirectWorkBudgetV1Account8validate
  304	    38	first-party	_ZN20clutch_solana_layout16direct_selection20DirectEpochV3Account8validate
  304	    38	first-party	_ZN20clutch_solana_layout19direct_selection_v319DirectBatchPolicyV316digest_for_epoch
  304	    81	first-party	_ZN20clutch_solana_layout8clearing11rewind_walk
  296	    33	first-party	_ZN10clutch_sbf12instructions5split20validate_outcome_leg
  288	    65	first-party	_ZN28clutch_batch_policy_identity20FullRelationDomainV115canonical_bytes
  288	    95	first-party	_ZN20clutch_solana_layout15resolution_work15decode_terminal
  280	    35	first-party	_ZN20clutch_solana_layout11reservation24canonical_reservation_id
  280	    35	first-party	_ZN20clutch_solana_layout18canonical_epoch_id
  280	    35	first-party	_ZN20clutch_solana_layout18canonical_realm_id
  280	    35	first-party	_ZN20clutch_solana_layout19canonical_market_id
  280	    53	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure19read_funding_ledger
  280	    69	first-party	_ZN20clutch_solana_layout8clearing15ClearWorkHeader6decode
  280	   268	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement33prepare_virtual_slice_consumption
  273	    35	first-party	_ZN20clutch_solana_layout20canonical_outcome_id
  272	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch22decode_final_pot_boxed
  272	    16	first-party	_ZN10clutch_sbf12instructions15observe_resolve18require_payout_set
  272	    34	first-party	_ZN20clutch_solana_layout12TermsAccount23recomputed_terms_digest
  272	    34	first-party	_ZN20clutch_solana_layout17canonical_feed_id
  272	    34	first-party	_ZN20clutch_solana_layout8clearing25canonical_general_book_id
  272	    68	first-party	_ZN10clutch_sbf12instructions12orders_batch10settlement11convert_leg
  272	   184	other	_ZN14clutch_bspline9BasisSpec8validate
  264	     7	first-party	_ZN10clutch_sbf12instructions15observe_resolve17position_identity
  264	    48	first-party	_ZN10clutch_sbf5token23initialize_outcome_mint
  264	    55	first-party	_ZN10clutch_sbf13pyth_receiver18normalize_interval
  264	    82	first-party	_ZN10clutch_sbf12instructions12orders_batch13general_epoch25read_general_batch_policy
  264	    85	other	_ZN17compiler_builtins3int19specialized_div_rem12u128_div_rem
  264	    93	first-party	_ZN20clutch_solana_layout15resolution_work21AbortResolutionWorkV16encode
  264	    93	first-party	_ZN20clutch_solana_layout15resolution_work24FinalizeResolutionWorkV16encode
  256	     2	first-party	_ZN20clutch_solana_layout6stream11verify_page
  256	    19	first-party	_ZN10clutch_sbf12instructions11market_init14write_position
  256	    52	first-party	_ZN20clutch_solana_layout8artifact12decode_stage
  256	    72	first-party	_ZN10clutch_sbf12instructions16direct_selection17read_batch_policy
  256	   577	first-party	_ZN20clutch_solana_layout12TermsAccount18validate_prehashed
  248	     6	first-party	_ZN10clutch_sbf12instructions12orders_batch24stage_direct_v4_existing
  248	    32	first-party	_ZN10clutch_sbf8accounts9read_feed
  248	    54	first-party	_ZN10clutch_sbf12instructions7genesis21read_canonical_policy
  248	    64	first-party	_ZN20clutch_solana_layout19direct_selection_v314DirectV3Intent8validate
  240	    35	first-party	_ZN10clutch_sbf12instructions11market_init28require_canonical_policy_pda
  240	    38	first-party	_ZN10clutch_sbf5token26initialize_immutable_owner
  236	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch11verify_page
  236	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch19verify_page_on_grid
  236	     4	first-party	_ZN20clutch_solana_layout6stream15OrderSlotCursor3new
  232	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch21decode_position_boxed
  224	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch20decode_receipt_boxed
  224	    38	first-party	_ZN10clutch_sbf19instructions_sysvar20InstructionsSysvarV117immediate_post_v1
  224	    63	first-party	_ZN20clutch_solana_layout15resolution_work23ResolutionWorkAccountV16encode
  216	    28	first-party	_ZN10clutch_sbf12instructions11market_init10read_hoard
  216	    53	first-party	_ZN10clutch_sbf5token21observe_token_account
  201	    30	first-party	_ZN10clutch_sbf12instructions8artifact17require_stage_pda
  200	    74	first-party	_ZN20clutch_solana_layout10collateral13ParentProfile18from_policy_digest
  200	    82	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure25close_general_reservation
  193	    15	first-party	_ZN10clutch_sbf12instructions19direct_selection_v327require_exact_direct_policy
  192	    44	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection20load_retained_record
  192	    49	first-party	_ZN10clutch_sbf5token10check_mint
  192	   111	first-party	_ZN28clutch_batch_policy_identity16direct_window_v123ValidatedDirectDomainV126reverify_decoded_candidate
  184	    21	first-party	_ZN28clutch_batch_policy_identity19direct_lifecycle_v323admission_transcript_v3
  184	    32	first-party	_ZN20clutch_solana_layout17ResolutionAccount6decode
  184	    44	first-party	_ZN10clutch_sbf17source_archive_v229initialize_genesis_archive_v2
  176	     2	first-party	_ZN10clutch_sbf12instructions15observe_resolve15load_resolution
  176	     5	first-party	_ZN20clutch_solana_layout8clearing24read_owner_interner_into
  176	     7	first-party	_ZN10clutch_sbf12instructions15observe_resolve18expected_window_id
  176	    14	other	_ZN14clutch_bspline12WeightVector7checked
  176	    20	first-party	_ZN28clutch_batch_policy_identity17revenue_policy_v121revenue_policy_digest
  176	    22	first-party	_ZN28clutch_batch_policy_identity16direct_window_v123DirectCandidateWindowV18validate
  176	    30	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement16load_bound_terms
  168	     2	first-party	_ZN20clutch_solana_layout8clearing15clear_work_body
  168	     2	first-party	_ZN20clutch_solana_layout8clearing19clear_work_body_mut
  168	    14	first-party	_ZN20clutch_solana_layout8clearing20write_owner_interner
  168	    25	first-party	_ZN10clutch_sbf12instructions16direct_selection21validate_grid_address
  168	    49	first-party	_ZN10clutch_sbf12instructions8artifact18expected_final_pda
  168	    57	first-party	_ZN10clutch_sbf14source_archive27recorded_deployment_release
  162	     7	first-party	_ZN20clutch_solana_layout19direct_selection_v319DirectBatchPolicyV36direct
  162	    11	first-party	_ZN10clutch_sbf8accounts12read_profile
  162	    16	first-party	_ZN10clutch_sbf12instructions11market_init17read_profile_init
  160	    22	first-party	_ZN10clutch_sbf12instructions11market_init11read_replay
  160	    25	first-party	_ZN20clutch_solana_layout7revenue21RevenuePolicyRecordV16decode
  160	    30	first-party	_ZN10clutch_sbf9source_v24auth23enforce_confidence_caps
  160	    40	first-party	_ZN10clutch_sbf12instructions12orders_batch9selection17load_frozen_epoch
  160	    42	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure19load_terminal_epoch
  152	     4	first-party	_ZN10clutch_sbf5token19admit_token_account
  152	     5	first-party	_ZN10clutch_sbf5token12token_amount
  152	    31	other	_ZN10solana_cpi23invoke_signed_unchecked
  152	    47	first-party	_ZN12clutch_batch11relation_v112DigestFoldV19feed_head
  152	   101	first-party	_ZN10clutch_sbf12instructions12construction31validate_market_state_addresses
  148	    28	first-party	_ZN20clutch_solana_layout22canonical_order_set_id
  144	     2	other	_ZN23clutch_solana_reference15DirectV3Request6decode
  144	    18	first-party	_ZN28clutch_batch_policy_identity43full_relation_candidate_digest_from_regions
  144	    21	first-party	_ZN10clutch_sbf12instructions15resolution_work20cost_schedule_digest
  144	    22	first-party	_ZN10clutch_sbf12instructions16direct_selection22validate_epoch_address
  144	    36	first-party	_ZN28clutch_batch_policy_identity19batch_policy_digest
  144	    47	first-party	_ZN20clutch_solana_layout6stream15OrderPageHeader6decode
  136	    21	first-party	_ZN10clutch_sbf12instructions12orders_batch16terminal_closure20require_pages_absent
  136	    21	first-party	_ZN10clutch_sbf5seeds18artifact_stage_pda
  136	    29	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement21load_pair_reservation
  136	    54	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement18load_cleared_plane
  136	    54	first-party	_ZN28clutch_batch_policy_identity19decode_batch_policy
  132	    13	first-party	_ZN10clutch_sbf8accounts10read_realm
  128	    16	first-party	_ZN10clutch_sbf12instructions13external_exit14decode_request
  128	    17	first-party	_ZN10clutch_sbf12instructions11market_init11write_hoard
  128	    20	first-party	_ZN10clutch_sbf5seeds10replay_pda
  128	    20	first-party	_ZN20clutch_solana_layout11FeedAccount6decode
  120	     2	first-party	_ZN20clutch_solana_layout8artifact13stage_payload
  120	     3	first-party	_ZN10clutch_sbf12instructions15observe_resolve22hoard_collateral_atoms
  120	    14	first-party	_ZN10clutch_sbf9source_v28crossing11admit_after
  120	    16	first-party	_ZN20clutch_solana_layout15PortfolioRecord17validate_on_scale
  120	    19	first-party	_ZN10clutch_sbf5seeds19general_funding_pda
  120	    20	first-party	_ZN10clutch_sbf5seeds11receipt_pda
  120	    20	first-party	_ZN10clutch_sbf5seeds21direct_receipt_v3_pda
  120	    45	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement12scan_witness
  112	     8	other	_ZN18clutch_accumulator6window12WindowDomain3new
  112	    14	first-party	_ZN10clutch_sbf12instructions13source_ingest20initial_feed_summary
  112	    18	first-party	_ZN10clutch_sbf5seeds16epoch_window_pda
  112	    18	first-party	_ZN10clutch_sbf5seeds9epoch_pda
  112	    18	first-party	_ZN20clutch_solana_layout12HoardAccount6decode
  112	    19	first-party	_ZN10clutch_sbf12instructions12orders_batch11entitlement24require_convertible_ends
  112	    28	first-party	_ZN10clutch_sbf12instructions19direct_selection_v323direct_creation_funding
  108	     2	first-party	_ZN10clutch_sbf12instructions12orders_batch10clear_work15read_grow_stage
  104	    15	first-party	_ZN10clutch_sbf12instructions11market_init12write_replay
  104	    17	first-party	_ZN10clutch_sbf12instructions16direct_selection33validate_direct_candidate_address
  104	    17	first-party	_ZN10clutch_sbf5seeds10market_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds10policy_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds11profile_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds12position_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds13candidate_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds14clear_work_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds17direct_pot_v3_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds18candidate_feed_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds18source_archive_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds20direct_candidate_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds22resolution_reserve_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds23direct_candidate_v3_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds26direct_batch_policy_v3_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds8grid_pda
  104	    17	first-party	_ZN10clutch_sbf5seeds9terms_pda
  104	    17	first-party	_ZN20clutch_solana_layout8clearing18ClearWorkGrowStage6decode
  104	    18	first-party	_ZN10clutch_sbf5seeds8page_pda
  104	    20	first-party	_ZN20clutch_solana_layout15resolution_work23ResolutionWorkAccountV126validate_costs_and_funding
  104	    25	first-party	_ZN10clutch_sbf5token12observe_mint
   98	    17	first-party	_ZN20clutch_solana_layout14ProfileAccount6decode
   96	    11	other	_ZN4core5slice29_$LT$impl$u20$$u5b$T$u5d$$GT$15copy_from_slice17len_mismatch_fail8do_panic7runtime
   96	    11	other	_ZN4core5slice5index22slice_index_order_fail8do_panic7runtime
   96	    11	other	_ZN4core5slice5index24slice_end_index_len_fail8do_panic7runtime
   96	    11	other	_ZN4core5slice5index26slice_start_index_len_fail8do_panic7runtime
   96	    11	other	_ZN4core9panicking18panic_bounds_check
   96	    12	first-party	_ZN10clutch_sbf12instructions9cash_exit14decode_request
   96	    24	first-party	_ZN20clutch_solana_layout6Reader7amounts
   96	    39	first-party	_ZN20clutch_solana_layout8clearing15init_clear_work
   88	    15	first-party	_ZN10clutch_sbf5seeds10kernel_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds10supply_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds14resolution_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds15hoard_token_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds15reservation_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds15source_spec_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds17direct_window_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds18direct_work_v3_pda
   88	    15	first-party	_ZN10clutch_sbf5seeds18revenue_policy_pda
