name	version	source	checksum	license
curve25519-dalek	4.1.3	registry+https://github.com/rust-lang/crates.io-index	97fb8b7c4503de7d6ae7b42ab72a5a59857b4c937ec27a3d4539dba95b5ab2be	BSD-3-Clause
curve25519-dalek-derive	0.1.1	registry+https://github.com/rust-lang/crates.io-index	f46882e17999c6cc590af592290432be3bce0428cb0d5f8b6715e4dc7b383eb3	MIT/Apache-2.0
darling	0.23.0	registry+https://github.com/rust-lang/crates.io-index	25ae13da2f202d56bd7f91c25fba009e7717a1e4a1cc98a76d844b65ae912e9d	MIT
darling_core	0.23.0	registry+https://github.com/rust-lang/crates.io-index	9865a50f7c335f53564bb694ef660825eb8610e0a53d3e11bf1b0d3df31e03b0	MIT
darling_macro	0.23.0	registry+https://github.com/rust-lang/crates.io-index	ac3984ec7bd6cfa798e62b4a642426a5be0e68f9401cfc2a01e3fa9ea2fcdb8d	MIT
dashmap	5.5.3	registry+https://github.com/rust-lang/crates.io-index	978747c1d849a7d2ee5e8adc0159961c48fb7e5db2f06af6723b80123bb53856	MIT
data-encoding	2.11.1	registry+https://github.com/rust-lang/crates.io-index	4583a4551df46e2792f82ceeac45e850d2e2d5debba0b91f102385cda5b11f06	MIT
defmt	1.1.1	registry+https://github.com/rust-lang/crates.io-index	e2953bfe4f93bbd20cc71198842756f77d161884c99ebbabc41d80231ded88d1	MIT OR Apache-2.0
defmt-macros	1.1.1	registry+https://github.com/rust-lang/crates.io-index	bad9c72e7ca2137e0dc3813245a0d282fd6daad32fd800af018306a9169b5fe8	MIT OR Apache-2.0
defmt-parser	1.0.0	registry+https://github.com/rust-lang/crates.io-index	10d60334b3b2e7c9d91ef8150abfb6fa4c1c39ebbcf4a81c2e346aad939fee3e	MIT OR Apache-2.0
der	0.7.10	registry+https://github.com/rust-lang/crates.io-index	e7c1832837b905bbfb5101e07cc24c8deddf52f93225eee6ead5f4d63d53ddcb	Apache-2.0 OR MIT
der-parser	10.0.0	registry+https://github.com/rust-lang/crates.io-index	07da5016415d5a3c4dd39b11ed26f915f52fc4e0dc197d87908bc916e51bc1a6	MIT OR Apache-2.0
deranged	0.5.8	registry+https://github.com/rust-lang/crates.io-index	7cd812cc2bc1d69d4764bd80df88b4317eaef9e773c75226407d9bc0876b211c	MIT OR Apache-2.0
derivation-path	0.2.0	registry+https://github.com/rust-lang/crates.io-index	6e5c37193a1db1d8ed868c03ec7b152175f26160a5b740e5e484143877e0adf0	MIT OR Apache-2.0
derivative	2.2.0	registry+https://github.com/rust-lang/crates.io-index	fcc3dd5e9e9c0b295d6e1e4d811fb6f157d5ffd784b8d202fc62eac8035a770b	MIT/Apache-2.0
digest	0.10.7	registry+https://github.com/rust-lang/crates.io-index	9ed9a281f7bc9b7576e61468ba615a66a5c8cfdff42420a70aa82701a3b1e292	MIT OR Apache-2.0
digest	0.11.3	registry+https://github.com/rust-lang/crates.io-index	f1dd6dbb5841937940781866fa1281a1ff7bd3bf827091440879f9994983d5c2	MIT OR Apache-2.0
digest	0.9.0	registry+https://github.com/rust-lang/crates.io-index	d3dd60d1080a57a05ab032377049e0591415d2b31afd7028356dbf3cc6dcb066	MIT OR Apache-2.0
displaydoc	0.2.7	registry+https://github.com/rust-lang/crates.io-index	c6232dd377dcc64799954cbd3a9bb882e9cdc1308ccd87b1c098f1fb2eaf82a8	MIT OR Apache-2.0
downcast	0.11.0	registry+https://github.com/rust-lang/crates.io-index	1435fa1053d8b2fbbe9be7e97eca7f33d37b28409959813daefc1446a14247f1	MIT
dragon-clutch-toolchain-probe	0.0.0	path+toolchain/probes/no_std_core	-	AGPL-3.0-or-later
dragon-clutch-toolchain-probe-host	0.0.0	path+toolchain/probes/host_harness	-	AGPL-3.0-or-later
dragons-clutch-static-client	0.1.0	path+apps/static-client	-	AGPL-3.0-or-later
eager	0.1.0	registry+https://github.com/rust-lang/crates.io-index	abe71d579d1812060163dff96056261deb5bf6729b100fa2e36a68b9649ba3d3	MIT
ecdsa	0.16.9	registry+https://github.com/rust-lang/crates.io-index	ee27f32b5c5292967d2d4a9d7f1e0b0aed2c15daded5a60300e4abb9d8020bca	Apache-2.0 OR MIT
ed25519	1.5.3	registry+https://github.com/rust-lang/crates.io-index	91cff35c70bba8a626e3185d8cd48cc11b5437e1a5bcd15b9b5fa3c64b6dfee7	Apache-2.0 OR MIT
ed25519	2.2.3	registry+https://github.com/rust-lang/crates.io-index	115531babc129696a58c64a4fef0a8bf9e9698629fb97e9e40767d235cfbcd53	Apache-2.0 OR MIT
ed25519-dalek	1.0.1	registry+https://github.com/rust-lang/crates.io-index	c762bae6dcaf24c4c84667b8579785430908723d5c889f469d76a41d59cc7a9d	BSD-3-Clause
ed25519-dalek	2.2.0	registry+https://github.com/rust-lang/crates.io-index	70e796c081cee67dc755e1a36a0a172b897fab85fc3f6bc48307991f64e4eca9	BSD-3-Clause
ed25519-dalek-bip32	0.3.0	registry+https://github.com/rust-lang/crates.io-index	6b49a684b133c4980d7ee783936af771516011c8cd15f429dbda77245e282f03	MIT OR Apache-2.0
educe	0.4.23	registry+https://github.com/rust-lang/crates.io-index	0f0042ff8246a363dbe77d2ceedb073339e85a804b9a47636c6e016a9a32c05f	MIT
educe	0.6.0	registry+https://github.com/rust-lang/crates.io-index	1d7bc049e1bd8cdeb31b68bbd586a9464ecf9f3944af3958a7a9d0f8b9799417	MIT
either	1.17.0	registry+https://github.com/rust-lang/crates.io-index	9e5e8f6c15a24b9a3ee5efec809ccd006d3b30e8b3bb63c39af737c7f87daa1d	MIT OR Apache-2.0
elliptic-curve	0.13.8	registry+https://github.com/rust-lang/crates.io-index	b5e6043086bf7973472e0c7dff2142ea0b680d30e18d9cc40f267efbf222bd47	Apache-2.0 OR MIT
enum-iterator	2.3.0	registry+https://github.com/rust-lang/crates.io-index	a4549325971814bda7a44061bf3fe7e487d447cba01e4220a4b454d630d7a016	0BSD
enum-iterator-derive	1.5.0	registry+https://github.com/rust-lang/crates.io-index	685adfa4d6f3d765a26bc5dbc936577de9abf756c1feeb3089b01dd395034842	0BSD
enum-ordinalize	3.1.15	registry+https://github.com/rust-lang/crates.io-index	1bf1fa3f06bbff1ea5b1a9c7b14aa992a39657db60a2759457328d7e058f49ee	MIT
enum-ordinalize	4.4.2	registry+https://github.com/rust-lang/crates.io-index	89dd01549b09589510cf0647475075d12071456586d70f5c75c98ae2a5537677	MIT
enum-ordinalize-derive	4.4.2	registry+https://github.com/rust-lang/crates.io-index	a65863d15a4ce2888bd2f0f543cc963d3879c3a022c8ee43f6141d479a3ac815	MIT
env_filter	2.0.0	registry+https://github.com/rust-lang/crates.io-index	900d271a03799a1ee8d1ca9b19893b48ca674a9284fefcfb85f05e74ed314217	MIT OR Apache-2.0
env_logger	0.11.11	registry+https://github.com/rust-lang/crates.io-index	de671bd27a75a797dc9ae289ba1e77276e75e2026408aab65185384e2d5cd3f6	MIT OR Apache-2.0
equivalent	1.0.2	registry+https://github.com/rust-lang/crates.io-index	877a4ace8713b0bcf2a4e7eec82529c029f1d0619886d18145fea96c3ffe5c0f	Apache-2.0 OR MIT
errno	0.3.14	registry+https://github.com/rust-lang/crates.io-index	39cab71617ae0d63f51a36d69f866391735b51691dbda63cf6f96d042b63efeb	MIT OR Apache-2.0
fast-math	0.1.1	registry+https://github.com/rust-lang/crates.io-index	2465292146cdfc2011350fe3b1c616ac83cf0faeedb33463ba1c332ed8948d66	MIT/Apache-2.0
fastbloom	0.17.0	registry+https://github.com/rust-lang/crates.io-index	ef975e30683b2d965054bb0a836f8973857c4ebf6acf274fe46617cd285060d8	MIT OR Apache-2.0
fastrand	2.5.0	registry+https://github.com/rust-lang/crates.io-index	da7c62ceae207dd37ea5b845da6a0696c799f85e97da1ab5b7910be3c1c80223	Apache-2.0 OR MIT
feature-probe	0.1.1	registry+https://github.com/rust-lang/crates.io-index	835a3dc7d1ec9e75e2b5fb4ba75396837112d2060b03f7d43bc1897c7f7211da	MIT/Apache-2.0
ff	0.13.1	registry+https://github.com/rust-lang/crates.io-index	c0b50bfb653653f9ca9095b427bed08ab8d75a137839d9ad64eb11810d5b6393	MIT/Apache-2.0
fiat-crypto	0.2.9	registry+https://github.com/rust-lang/crates.io-index	28dea519a9695b9977216879a3ebfddf92f1c08c05d984f8996aecd6ecdc811d	MIT OR Apache-2.0 OR BSD-1-Clause
filetime	0.2.29	registry+https://github.com/rust-lang/crates.io-index	5c287a33c7f0a620c38e641e7f60827713987b3c0f26e8ddc9462cc69cf75759	MIT/Apache-2.0
find-msvc-tools	0.1.11	registry+https://github.com/rust-lang/crates.io-index	d45db016d36b838f563236e9193d0ee6ce38f3f68b6c94e914b4929c96bbb890	MIT OR Apache-2.0
five8	1.0.0	registry+https://github.com/rust-lang/crates.io-index	23f76610e969fa1784327ded240f1e28a3fd9520c9cec93b636fcf62dd37f772	MIT
five8_const	1.0.0	registry+https://github.com/rust-lang/crates.io-index	1a0f1728185f277989ca573a402716ae0beaaea3f76a8ff87ef9dd8fb19436c5	MIT
five8_core	1.0.0	registry+https://github.com/rust-lang/crates.io-index	059c31d7d36c43fe39d89e55711858b4da8be7eb6dabac23c7289b1a19489406	MIT
flate2	1.1.9	registry+https://github.com/rust-lang/crates.io-index	843fba2746e448b37e26a819579957415c8cef339bf08564fe8b7ddbd959573c	MIT OR Apache-2.0
fnv	1.0.7	registry+https://github.com/rust-lang/crates.io-index	3f9eec918d3f24069decb9af1554cad7c880e2da24a9afd88aca000531ab82c1	Apache-2.0 / MIT
foldhash	0.2.0	registry+https://github.com/rust-lang/crates.io-index	77ce24cb58228fbb8aa041425bb1050850ac19177686ea6e0f41a70416f56fdb	Zlib
foreign-types	0.3.2	registry+https://github.com/rust-lang/crates.io-index	f6f339eb8adc052cd2ca78910fda869aefa38d22d5cb648e6485e4d3fc06f3b1	MIT/Apache-2.0
foreign-types-shared	0.1.1	registry+https://github.com/rust-lang/crates.io-index	00b0228411908ca8685dba7fc2cdd70ec9990a6e753e89b6ac91a84c40fbaf4b	MIT/Apache-2.0
form_urlencoded	1.2.2	registry+https://github.com/rust-lang/crates.io-index	cb4cb245038516f5f85277875cdaa4f7d2c9a0fa0468de06ed190163b1581fcf	MIT OR Apache-2.0
fragile	2.1.0	registry+https://github.com/rust-lang/crates.io-index	8878864ba14bb86e818a412bfd6f18f9eabd4ec0f008a28e8f7eb61db532fcf9	Apache-2.0
funty	2.0.0	registry+https://github.com/rust-lang/crates.io-index	e6d5a32815ae3f33302d95fdcb2ce17862f8c65363dcfd29360480ba1001fc9c	MIT
futures	0.3.34	registry+https://github.com/rust-lang/crates.io-index	9a31d2a3fbaaeb2af2368bbdd904aa8e812d3c04a1ee10d3171f52d556e5d0a3	MIT OR Apache-2.0
futures-channel	0.3.34	registry+https://github.com/rust-lang/crates.io-index	b1f9e3d69d39e4862ffed03ed071a76f9a13ba1d9109d355b0f0aa6b15e393c4	MIT OR Apache-2.0
futures-core	0.3.34	registry+https://github.com/rust-lang/crates.io-index	92d699e522242e69e3003b94ecc1f960f3a5e015aa7c5d7486e65ad01dd94f5e	MIT OR Apache-2.0
futures-executor	0.3.34	registry+https://github.com/rust-lang/crates.io-index	031b47cf1a3c6cc8bc2fc76cd437f521619387907d469316e7c0bc278f1f5432	MIT OR Apache-2.0
futures-io	0.3.34	registry+https://github.com/rust-lang/crates.io-index	53c0fa8157de1303bfffdaa1cc2a673bfffb60102f76b0ef4441659124373fed	MIT OR Apache-2.0
futures-macro	0.3.34	registry+https://github.com/rust-lang/crates.io-index	9fb9654ba8355388abeb8dcb4fc62f511300867002afc858860463bdd9fe0c44	MIT OR Apache-2.0
futures-sink	0.3.34	registry+https://github.com/rust-lang/crates.io-index	1944426bf7d03f1d14f708785e4b33efd750b36d48a157b836b3efc15ede8e1d	MIT OR Apache-2.0
futures-task	0.3.34	registry+https://github.com/rust-lang/crates.io-index	cd417de3d1d015fc3bfd2b1ea46dfc7bab72ef86f1cc7cc9c78e728b34a6d1fd	MIT OR Apache-2.0
futures-util	0.3.34	registry+https://github.com/rust-lang/crates.io-index	0d50a92467f8ba5dd6e3ee5d4bd04d73ab2e4e1c44474a0674821dfce14b79bc	MIT OR Apache-2.0
generic-array	0.14.7	registry+https://github.com/rust-lang/crates.io-index	85649ca51fd72272d7821adaf274ad91c288277713d9c18820d8499a7ff69e9a	MIT
gethostname	1.1.0	registry+https://github.com/rust-lang/crates.io-index	1bd49230192a3797a9a4d6abe9b3eed6f7fa4c8a8a4947977c6f80025f92cbd8	Apache-2.0
getrandom	0.1.16	registry+https://github.com/rust-lang/crates.io-index	8fc3cb4d91f53b50155bdcfd23f6a4c39ae1969c2ae85982b135750cccaf5fce	MIT OR Apache-2.0
getrandom	0.2.17	registry+https://github.com/rust-lang/crates.io-index	ff2abc00be7fca6ebc474524697ae276ad847ad0a6b3faa4bcb027e9a4614ad0	MIT OR Apache-2.0
getrandom	0.3.4	registry+https://github.com/rust-lang/crates.io-index	899def5c37c4fd7b2664648c28120ecec138e4d395b459e5ca34f9cce2dd77fd	MIT OR Apache-2.0
getrandom	0.4.3	registry+https://github.com/rust-lang/crates.io-index	300e883d756b2e4ec94e02791f39b04b522276138852cfc41d9fb7e904106099	MIT OR Apache-2.0
glob	0.3.4	registry+https://github.com/rust-lang/crates.io-index	e4eba85ea1d0a966a983acd07deee566e67395d2d96b6fb39e62b5a833f1eb0b	MIT OR Apache-2.0
group	0.13.0	registry+https://github.com/rust-lang/crates.io-index	f0f9ef7462f7c099f518d754361858f86d8a07af53ba9af0fe635bbccb151a63	MIT/Apache-2.0
hash32	0.3.1	registry+https://github.com/rust-lang/crates.io-index	47d60b12902ba28e2730cd37e95b8c9223af2808df9e902d4df49588d1470606	MIT OR Apache-2.0
hashbrown	0.13.2	registry+https://github.com/rust-lang/crates.io-index	43a3c133739dddd0d2990f9a4bdf8eb4b21ef50e4851ca85ab661199821d510e	MIT OR Apache-2.0
hashbrown	0.14.5	registry+https://github.com/rust-lang/crates.io-index	e5274423e17b7c9fc20b6e7e208532f9b19825d82dfd615708b70edd83df41f1	MIT OR Apache-2.0
hashbrown	0.15.5	registry+https://github.com/rust-lang/crates.io-index	9229cfe53dfd69f0609a49f65461bd93001ea1ef889cd5529dd176593f5338a1	MIT OR Apache-2.0
hashbrown	0.17.1	registry+https://github.com/rust-lang/crates.io-index	ed5909b6e89a2db4456e54cd5f673791d7eca6732202bbf2a9cc504fe2f9b84a	MIT OR Apache-2.0
heck	0.5.0	registry+https://github.com/rust-lang/crates.io-index	2304e00983f87ffb38b55b444b5e3b60a884b5d30c0fca7d82fe33449bbe55ea	MIT OR Apache-2.0
hermit-abi	0.5.2	registry+https://github.com/rust-lang/crates.io-index	fc0fef456e4baa96da950455cd02c081ca953b141298e41db3fc7e36b1da849c	MIT OR Apache-2.0
histogram	0.6.9	registry+https://github.com/rust-lang/crates.io-index	12cb882ccb290b8646e554b157ab0b71e64e8d5bef775cd66b6531e52d302669	MIT/Apache-2.0
hmac	0.12.1	registry+https://github.com/rust-lang/crates.io-index	6c49c37c09c17a53d937dfbb742eb3a961d65a994e6bcdcf37e7399d0cc8ab5e	MIT OR Apache-2.0
hmac	0.8.1	registry+https://github.com/rust-lang/crates.io-index	126888268dcc288495a26bf004b38c5fdbb31682f992c84ceb046a1f0fe38840	MIT OR Apache-2.0
hmac-drbg	0.3.0	registry+https://github.com/rust-lang/crates.io-index	17ea0a1394df5b6574da6e0c1ade9e78868c9fb0a4e5ef4428e32da4676b85b1	Apache-2.0
http	1.5.0	registry+https://github.com/rust-lang/crates.io-index	918d3568bebf352712bc2ef3d46a8bcf1a75b373be6539de198e9105cbbf9ce0	MIT OR Apache-2.0
http-body	1.1.0	registry+https://github.com/rust-lang/crates.io-index	ca2a8f2913ee65f60facd6a5905613afaa448497a0230cc41ce022d93290bc2c	MIT
http-body-util	0.1.5	registry+https://github.com/rust-lang/crates.io-index	23169fe34a5fbcdd3f3862e78fb9b6fccd5f02a6dc6f732547005d45631ce71c	MIT
httparse	1.10.1	registry+https://github.com/rust-lang/crates.io-index	6dbf3de79e51f3d586ab4cb9d5c3e2c14aa28ed23d180cf89b4df0454a69cc87	MIT OR Apache-2.0
humantime	2.4.0	registry+https://github.com/rust-lang/crates.io-index	15cdd26707701c53297e2fa6afb323d55fbc1d0810c3aec078ae3ef0424c3c15	MIT OR Apache-2.0
hybrid-array	0.4.14	registry+https://github.com/rust-lang/crates.io-index	707114b52a152fa7bdb290cd7cd5912d9467273b6d74e21b8d81aca1f8533f6b	MIT OR Apache-2.0
hyper	1.11.0	registry+https://github.com/rust-lang/crates.io-index	d22053281f852e11534f5198498373cbb59295120a20771d90f7ed1897490a72	MIT
hyper-rustls	0.27.9	registry+https://github.com/rust-lang/crates.io-index	33ca68d021ef39cf6463ab54c1d0f5daf03377b70561305bb89a8f83aab66e0f	Apache-2.0 OR ISC OR MIT
hyper-util	0.1.20	registry+https://github.com/rust-lang/crates.io-index	96547c2556ec9d12fb1578c4eaf448b04993e7fb79cbaad930a656880a6bdfa0	MIT
iana-time-zone	0.1.65	registry+https://github.com/rust-lang/crates.io-index	e31bc9ad994ba00e440a8aa5c9ef0ec67d5cb5e5cb0cc7f8b744a35b389cc470	MIT OR Apache-2.0
iana-time-zone-haiku	0.1.2	registry+https://github.com/rust-lang/crates.io-index	f31827a206f56af32e590ba56d5d2d085f558508192593743f16b2306495269f	MIT OR Apache-2.0
icu_collections	2.3.0	registry+https://github.com/rust-lang/crates.io-index	fa68d21081c4a05d5a901a1c62add574c77048b6a1c67be3b50ce0b60d4ca513	Unicode-3.0
icu_locale_core	2.3.0	registry+https://github.com/rust-lang/crates.io-index	d56e28588da92eee5c3201a6eff33fabdd49b62269c8938d4ff050ce4d900deb	Unicode-3.0
icu_normalizer	2.3.0	registry+https://github.com/rust-lang/crates.io-index	12f9cf5f235641ed274641dd81c3f28d870e276763d0797aeeab72317b1c646f	Unicode-3.0
icu_normalizer_data	2.3.0	registry+https://github.com/rust-lang/crates.io-index	1563da1ed3e0b3bf3d74c9b85917ac9c56464d2f57242270c09c9e752f8021a0	Unicode-3.0
icu_properties	2.3.0	registry+https://github.com/rust-lang/crates.io-index	7e7ca276ad3145661a65914e6daf131ca5120cd3dcee8f8f3214b8875184a148	Unicode-3.0
icu_properties_data	2.3.0	registry+https://github.com/rust-lang/crates.io-index	e590f038c1464a96894fd6d10127e90a8be4509f56ff7ecef851b15cee0b7caa	Unicode-3.0
icu_provider	2.3.0	registry+https://github.com/rust-lang/crates.io-index	92a7ed671a6aad807a8651a2e1782a6598fda9ce5185dd8158549e95a91c6428	Unicode-3.0
ident_case	1.0.1	registry+https://github.com/rust-lang/crates.io-index	b9e0384b61958566e926dc50660321d12159025e767c18e043daf26b70104c39	MIT/Apache-2.0
idna	1.1.0	registry+https://github.com/rust-lang/crates.io-index	3b0875f23caa03898994f6ddc501886a45c7d3d62d04d2d90788d47be1b1e4de	MIT OR Apache-2.0
idna_adapter	1.2.2	registry+https://github.com/rust-lang/crates.io-index	cb68373c0d6620ef8105e855e7745e18b0d00d3bdb07fb532e434244cdb9a714	Apache-2.0 OR MIT
ieee754	0.2.6	registry+https://github.com/rust-lang/crates.io-index	9007da9cacbd3e6343da136e98b0d2df013f553d35bdec8b518f07bea768e19c	MIT/Apache-2.0
imbl	7.0.1	registry+https://github.com/rust-lang/crates.io-index	43ea8d4c37ee560727e824d62804183624d371e632019b0e9e3532bce64a33e5	MPL-2.0+
imbl-sized-chunks	0.1.3	registry+https://github.com/rust-lang/crates.io-index	8f4241005618a62f8d57b2febd02510fb96e0137304728543dfc5fd6f052c22d	MPL-2.0+
include_dir	0.7.4	registry+https://github.com/rust-lang/crates.io-index	923d117408f1e49d914f1a379a309cffe4f18c05cf4e3d12e613a15fc81bd0dd	MIT
include_dir_macros	0.7.4	registry+https://github.com/rust-lang/crates.io-index	7cab85a7ed0bd5f0e76d93846e0147172bed2e2d3f859bcc33a8d9699cad1a75	MIT
indexmap	2.14.0	registry+https://github.com/rust-lang/crates.io-index	d466e9454f08e4a911e14806c24e16fba1b4c121d1ea474396f396069cf949d9	Apache-2.0 OR MIT
inout	0.1.4	registry+https://github.com/rust-lang/crates.io-index	879f10e63c20629ecabbb64a8010319738c66a5cd0c29b02d63d272b03751d01	MIT OR Apache-2.0
io-uring	0.7.14	registry+https://github.com/rust-lang/crates.io-index	d64d8ca234d152948ceaede1f419b6a83983a5ecccaac05fb337a809c96d3aa6	MIT OR Apache-2.0
ipnet	2.12.1	registry+https://github.com/rust-lang/crates.io-index	6a756c3fac73139e83f14c2d742155dd2b78d3ee56597b419a0579b7bdd6dd78	MIT OR Apache-2.0
is_terminal_polyfill	1.70.2	registry+https://github.com/rust-lang/crates.io-index	a6cb138bb79a146c1bd460005623e142ef0181e3d0219cb493e02f7d08a35695	MIT OR Apache-2.0
itertools	0.10.5	registry+https://github.com/rust-lang/crates.io-index	b0fd2260e829bddf4cb6ea802289de2f86d6a7a690192fbe91b3f46e0f2c8473	MIT/Apache-2.0
itertools	0.13.0	registry+https://github.com/rust-lang/crates.io-index	413ee7dfc52ee1a4949ceeb7dbc8a33f2d6c088194d9f922fb8318faf1f01186	MIT OR Apache-2.0
itertools	0.14.0	registry+https://github.com/rust-lang/crates.io-index	2b192c782037fadd9cfa75548310488aabdbf3d2da73885b31bd0abd03351285	MIT OR Apache-2.0
itoa	1.0.18	registry+https://github.com/rust-lang/crates.io-index	8f42a60cbdf9a97f5d2305f08a87dc4e09308d1276d28c869c684d7777685682	MIT OR Apache-2.0
jiff	0.2.35	registry+https://github.com/rust-lang/crates.io-index	668b7183bd07af9a4885f5c35b0cc5c83c4607a913c16b7e17291832910d2dcc	Unlicense OR MIT
jiff-core	0.1.0	registry+https://github.com/rust-lang/crates.io-index	7feca88439efe53da3754500c1851dedf3cb36c524dd5cf8225cc0794de95d09	Unlicense OR MIT
jiff-static	0.2.35	registry+https://github.com/rust-lang/crates.io-index	3a69dcb3a21cfb32ce1cd056169337ca284af0766dd766e7878819b251a49204	Unlicense OR MIT
jni	0.22.4	registry+https://github.com/rust-lang/crates.io-index	5efd9a482cf3a427f00d6b35f14332adc7902ce91efb778580e180ff90fa3498	MIT OR Apache-2.0
jni-macros	0.22.4	registry+https://github.com/rust-lang/crates.io-index	a00109accc170f0bdb141fed3e393c565b6f5e072365c3bd58f5b062591560a3	MIT OR Apache-2.0
jni-sys	0.4.1	registry+https://github.com/rust-lang/crates.io-index	c6377a88cb3910bee9b0fa88d4f42e1d2da8e79915598f65fb0c7ee14c878af2	MIT OR Apache-2.0
jni-sys-macros	0.4.1	registry+https://github.com/rust-lang/crates.io-index	38c0b942f458fe50cdac086d2f946512305e5631e720728f2a61aabcd47a6264	MIT OR Apache-2.0
jobserver	0.1.35	registry+https://github.com/rust-lang/crates.io-index	1c00acbd29eabad4a2392fa0e921c874934dbbf4194312ad20f04a0ed67a3cb3	MIT OR Apache-2.0
js-sys	0.3.104	registry+https://github.com/rust-lang/crates.io-index	0e0c1080212aad755ea003d18543e8768dd432c48819efd73a7bf1e39b7a5a3a	MIT OR Apache-2.0
jsonrpc-core	18.0.0	registry+https://github.com/rust-lang/crates.io-index	14f7f76aef2d054868398427f6c54943cf3d1caa9a7ec7d0c38d69df97a965eb	MIT
k256	0.13.4	registry+https://github.com/rust-lang/crates.io-index	f6e3919bbaa2945715f0bb6d3934a173d1e9a59ac23767fbaaef277265a7411b	Apache-2.0 OR MIT
keccak	0.1.6	registry+https://github.com/rust-lang/crates.io-index	cb26cec98cce3a3d96cbb7bced3c4b16e3d13f27ec56dbd62cbc8f39cfb9d653	Apache-2.0 OR MIT
lazy_static	1.5.0	registry+https://github.com/rust-lang/crates.io-index	bbd2bcb4c963f2ddae06a2efc7e9f3591312473c50c6685e1f298068316e66fe	MIT OR Apache-2.0
libbz2-rs-sys	0.2.5	registry+https://github.com/rust-lang/crates.io-index	34b357333733e8260735ba5894eb928c02ecc69c78715f01a8019e7fa7f2db4c	bzip2-1.0.6
libc	0.2.189	registry+https://github.com/rust-lang/crates.io-index	3eaf3ede3fee6db1a4c2ee091bf8a8b4dccdc6d17f656fb07896ee72867612f2	MIT OR Apache-2.0
libm	0.2.16	registry+https://github.com/rust-lang/crates.io-index	b6d2cec3eae94f9f509c767b45932f1ada8350c4bdb85af2fcab4a3c14807981	MIT
libsecp256k1	0.7.2	registry+https://github.com/rust-lang/crates.io-index	e79019718125edc905a079a70cfa5f3820bc76139fc91d6f9abc27ea2a887139	Apache-2.0
libsecp256k1-core	0.3.0	registry+https://github.com/rust-lang/crates.io-index	5be9b9bb642d8522a44d533eab56c16c738301965504753b03ad1de3425d5451	Apache-2.0
libsecp256k1-gen-ecmult	0.3.0	registry+https://github.com/rust-lang/crates.io-index	3038c808c55c87e8a172643a7d87187fc6c4174468159cb3090659d55bcb4809	Apache-2.0
libsecp256k1-gen-genmult	0.3.0	registry+https://github.com/rust-lang/crates.io-index	3db8d6ba2cec9eacc40e6e8ccc98931840301f1006e95647ceb2dd5c3aa06f7c	Apache-2.0
light-poseidon	0.2.0	registry+https://github.com/rust-lang/crates.io-index	3c9a85a9752c549ceb7578064b4ed891179d20acd85f27318573b64d2d7ee7ee	Apache-2.0
light-poseidon	0.4.0	registry+https://github.com/rust-lang/crates.io-index	47a1ccadd0bb5a32c196da536fd72c59183de24a055f6bf0513bf845fefab862	Apache-2.0
linux-raw-sys	0.12.1	registry+https://github.com/rust-lang/crates.io-index	32a66949e030da00e8c7d4434b251670a91556f4144941d37452769c25d58a53	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
litemap	0.8.3	registry+https://github.com/rust-lang/crates.io-index	47d9d19d1d6efa0109d2f65ff4c85cddd50bd572e5a00127ab10987290bcefae	Unicode-3.0
lock_api	0.4.14	registry+https://github.com/rust-lang/crates.io-index	224399e74b87b5f3557511d98dff8b14089b3dadafcab6bb93eab67d3aace965	MIT OR Apache-2.0
log	0.4.33	registry+https://github.com/rust-lang/crates.io-index	0ceec5bc11778974d1bcb055b18002eba7f4b3518b6a0081b3af5f21666da9ad	MIT OR Apache-2.0
lru	0.18.2	registry+https://github.com/rust-lang/crates.io-index	5d2f2f9b4ba7e6b24d95e7e899329d35be83bcded72c8540cdd5368932d1d90a	MIT
lru-slab	0.1.2	registry+https://github.com/rust-lang/crates.io-index	112b39cec0b298b6c1999fee3e31427f74f676e4cb9879ed1a121b43661a4154	MIT OR Apache-2.0 OR Zlib
lz4	1.28.1	registry+https://github.com/rust-lang/crates.io-index	a20b523e860d03443e98350ceaac5e71c6ba89aea7d960769ec3ce37f4de5af4	MIT
lz4-sys	1.11.1+lz4-1.10.0	registry+https://github.com/rust-lang/crates.io-index	6bd8c0d6c6ed0cd30b3652886bb8711dc4bb01d637a68105a3d5158039b418e6	MIT
memchr	2.8.3	registry+https://github.com/rust-lang/crates.io-index	cf8baf1c55e62ffcace7a9f06f4bd9cd3f0c4beb022d3b367256b91b87513d98	Unlicense OR MIT
memmap2	0.5.10	registry+https://github.com/rust-lang/crates.io-index	83faa42c0a078c393f6b29d5db232d8be22776a891f8f56e5284faee4a20b327	MIT OR Apache-2.0
memmap2	0.9.11	registry+https://github.com/rust-lang/crates.io-index	d1219ed1b7f229ee7104d281dd01d6802fe28bb6e95d292942c4daacdeb798c0	MIT OR Apache-2.0
memoffset	0.9.1	registry+https://github.com/rust-lang/crates.io-index	488016bfae457b036d996092f6cb448677611ce4449e970ceaf42695203f218a	MIT
merlin	3.0.0	registry+https://github.com/rust-lang/crates.io-index	58c38e2799fc0978b65dfff8023ec7843e2330bb462f19198840b34b6582397d	MIT
